"probs","geography","gender","numofproducts","hascrcard","isactivemember","exited","creditscore_bin","age_bin","tenure_bin","balance_bin","estimatedsalary_bin"
0.152,"France","Male",1,0,0,1,"<350","45+","+7","<100K","50K-100K"
0.728,"France","Female",1,0,0,0,"350-600","18-35","5-7","130K-170K","<50K"
0.016,"France","Male",2,0,1,0,"<350","35-45","+7","<100K","+150K"
0.952,"France","Female",2,1,1,1,"600-850","35-45","<3","100K-130K","<50K"
0.928,"Germany","Male",2,1,1,0,"350-600","18-35","+7","<100K","+150K"
0.056,"France","Male",2,1,0,0,"600-850","18-35","<3","<100K","50K-100K"
0.656,"Germany","Male",2,0,1,0,"<350","18-35","+7","+170K","<50K"
0.924,"Spain","Male",2,1,0,0,"350-600","18-35","<3","130K-170K","<50K"
0.064,"France","Female",1,1,1,0,"600-850","18-35","5-7","<100K","+150K"
0.016,"Spain","Male",2,1,0,0,"600-850","18-35","3-5","<100K","100K-150K"
0.024,"France","Female",1,1,0,0,"350-600","18-35","+7","130K-170K","<50K"
0.808,"Germany","Male",1,1,1,0,"350-600","18-35","<3","<100K","100K-150K"
0.012,"France","Male",1,1,0,0,"350-600","35-45","+7","<100K","100K-150K"
0.628,"France","Male",2,1,1,0,"<350","35-45","+7","<100K","100K-150K"
0.008,"Germany","Female",1,1,1,1,"<350","18-35","+7","100K-130K","100K-150K"
0,"France","Male",1,1,1,1,"600-850","45+","3-5","100K-130K","+150K"
0.08,"France","Female",3,0,0,1,"350-600","45+","<3","<100K","50K-100K"
0.056,"Germany","Female",2,1,0,0,"350-600","18-35","<3","100K-130K","100K-150K"
0.812,"France","Female",2,1,1,0,"<350","35-45","3-5","130K-170K","+150K"
0.048,"Spain","Female",1,1,0,0,"350-600","18-35","+7","100K-130K","50K-100K"
0.052,"France","Male",2,1,1,0,"350-600","18-35","3-5","<100K","100K-150K"
0.068,"Spain","Female",1,1,1,0,"350-600","35-45","3-5","<100K","<50K"
0.712,"France","Female",2,1,1,0,"600-850","18-35","<3","<100K","50K-100K"
0.004,"Spain","Male",2,0,1,0,"600-850","35-45","+7","<100K","<50K"
0,"Germany","Female",1,1,0,0,"350-600","35-45","<3","100K-130K","100K-150K"
0.02,"Germany","Male",1,0,1,1,"350-600","45+","+7","100K-130K","+150K"
0.108,"France","Male",1,1,0,0,"350-600","35-45","5-7","130K-170K","<50K"
0.008,"France","Female",2,1,0,0,"350-600","18-35","3-5","<100K","<50K"
0.032,"France","Male",2,0,1,0,"350-600","35-45","+7","<100K","<50K"
0.108,"France","Male",1,1,0,0,"600-850","18-35","<3","130K-170K","50K-100K"
0.016,"Spain","Female",2,1,0,0,"600-850","18-35","5-7","<100K","+150K"
0.016,"France","Male",1,1,0,0,"350-600","18-35","+7","100K-130K","50K-100K"
0.14,"Germany","Female",2,1,0,0,"350-600","18-35","+7","100K-130K","50K-100K"
0.012,"France","Female",1,1,0,0,"<350","18-35","<3","<100K","100K-150K"
0.172,"Germany","Male",1,0,0,1,"<350","35-45","<3","100K-130K","+150K"
0.184,"France","Female",2,0,1,0,"<350","18-35","+7","<100K","<50K"
0.776,"France","Male",1,1,0,0,"<350","18-35","3-5","130K-170K","+150K"
0.004,"France","Male",1,1,0,0,"350-600","18-35","3-5","<100K","<50K"
0.004,"France","Female",2,1,0,0,"600-850","35-45","+7","<100K","<50K"
0.144,"France","Female",2,1,0,0,"<350","35-45","3-5","130K-170K","<50K"
0.048,"France","Male",1,0,0,0,"350-600","18-35","3-5","100K-130K","+150K"
0.056,"Spain","Male",1,1,0,0,"350-600","35-45","<3","<100K","50K-100K"
0.016,"France","Female",2,1,1,0,"350-600","18-35","3-5","<100K","50K-100K"
0.02,"Spain","Male",2,0,1,0,"<350","35-45","3-5","<100K","<50K"
0.004,"Spain","Male",2,1,0,1,"600-850","45+","<3","100K-130K","50K-100K"
0.04,"Spain","Female",2,0,1,0,"<350","45+","+7","<100K","+150K"
0.068,"Spain","Male",1,0,0,0,"350-600","18-35","3-5","100K-130K","50K-100K"
0.036,"Spain","Male",2,0,0,0,"600-850","35-45","3-5","<100K","50K-100K"
0.836,"Germany","Male",2,0,1,0,"600-850","18-35","3-5","100K-130K","+150K"
0.024,"France","Male",1,0,0,0,"350-600","35-45","+7","130K-170K","100K-150K"
0.004,"Germany","Female",2,0,0,0,"600-850","45+","5-7","130K-170K","+150K"
0.696,"Spain","Male",1,1,1,1,"350-600","35-45","<3","<100K","100K-150K"
0.716,"France","Male",2,1,1,0,"350-600","35-45","5-7","<100K","+150K"
0.024,"Spain","Female",3,0,0,1,"600-850","45+","5-7","<100K","<50K"
0.668,"France","Male",1,1,1,0,"350-600","18-35","5-7","130K-170K","100K-150K"
0.044,"France","Female",2,0,0,0,"600-850","18-35","3-5","130K-170K","50K-100K"
0.068,"Germany","Male",1,1,0,0,"350-600","18-35","+7","130K-170K","100K-150K"
0.184,"France","Male",1,1,1,0,"600-850","45+","+7","130K-170K","+150K"
0,"Germany","Female",1,1,0,1,"350-600","45+","3-5","100K-130K","100K-150K"
0.028,"France","Female",4,1,0,1,"350-600","35-45","+7","130K-170K","50K-100K"
0.06,"Spain","Male",2,1,1,0,"350-600","45+","5-7","100K-130K","+150K"
0.04,"France","Male",1,0,1,0,"<350","35-45","<3","100K-130K","+150K"
0.048,"France","Female",1,0,0,1,"<350","45+","5-7","<100K","<50K"
0,"Germany","Female",1,0,0,1,"350-600","18-35","5-7","100K-130K","<50K"
0.02,"France","Male",2,1,1,0,"350-600","18-35","+7","<100K","100K-150K"
0.74,"Germany","Male",2,1,1,0,"<350","35-45","3-5","130K-170K","<50K"
0.052,"Spain","Male",2,0,0,0,"350-600","35-45","<3","100K-130K","100K-150K"
0.044,"France","Male",1,0,1,0,"600-850","45+","+7","100K-130K","50K-100K"
0.044,"Germany","Female",1,0,0,1,"<350","45+","+7","100K-130K","100K-150K"
0.068,"France","Male",1,1,0,0,"<350","18-35","5-7","<100K","+150K"
0.068,"Germany","Female",1,1,0,0,"<350","45+","5-7","+170K","100K-150K"
0.104,"France","Female",2,1,0,0,"600-850","18-35","+7","<100K","100K-150K"
0.016,"France","Female",2,0,0,0,"<350","35-45","5-7","100K-130K","<50K"
0.012,"France","Male",2,1,0,0,"<350","35-45","+7","<100K","50K-100K"
0.124,"Germany","Female",1,0,1,0,"600-850","18-35","3-5","100K-130K","50K-100K"
0.048,"France","Female",2,1,1,0,"<350","35-45","<3","100K-130K","100K-150K"
0.908,"France","Male",1,0,0,0,"<350","18-35","<3","<100K","+150K"
0.232,"Germany","Female",1,1,0,0,"600-850","35-45","<3","<100K","+150K"
0.044,"France","Male",2,1,1,0,"600-850","18-35","+7","<100K","<50K"
0.076,"Spain","Female",2,1,1,0,"<350","18-35","<3","<100K","100K-150K"
0.048,"France","Male",2,1,1,0,"<350","45+","5-7","<100K","50K-100K"
0.06,"Germany","Female",2,0,1,0,"600-850","35-45","3-5","<100K","100K-150K"
0.104,"France","Male",1,1,0,0,"<350","35-45","<3","130K-170K","+150K"
0.016,"Germany","Female",1,1,0,1,"600-850","18-35","+7","100K-130K","+150K"
0.884,"France","Female",2,0,1,0,"<350","35-45","<3","<100K","+150K"
0.668,"France","Male",1,0,0,0,"600-850","18-35","5-7","<100K","100K-150K"
0.092,"Spain","Female",2,0,0,0,"350-600","35-45","5-7","<100K","+150K"
0.024,"Spain","Male",1,1,0,0,"350-600","45+","5-7","<100K","50K-100K"
0.072,"France","Male",2,1,1,0,"600-850","18-35","<3","<100K","+150K"
0.056,"France","Female",1,1,0,0,"<350","18-35","+7","130K-170K","100K-150K"
0.812,"Germany","Female",2,0,0,0,"350-600","35-45","+7","<100K","<50K"
0.736,"France","Female",2,0,0,0,"<350","18-35","<3","<100K","100K-150K"
0.16,"France","Female",1,1,0,0,"<350","35-45","3-5","<100K","+150K"
0,"France","Female",1,1,0,1,"<350","45+","<3","100K-130K","100K-150K"
0,"Germany","Male",1,1,0,0,"<350","18-35","+7","100K-130K","+150K"
0.028,"France","Female",1,1,0,1,"350-600","45+","+7","<100K","+150K"
0.036,"Spain","Female",1,1,0,1,"<350","45+","3-5","<100K","100K-150K"
0.028,"France","Female",1,1,1,0,"<350","35-45","5-7","<100K","<50K"
0.024,"Spain","Male",1,0,1,0,"350-600","35-45","+7","<100K","50K-100K"
0.008,"Spain","Male",2,0,0,0,"<350","35-45","3-5","<100K","50K-100K"
0.052,"France","Female",1,0,1,0,"<350","35-45","5-7","130K-170K","<50K"
0.012,"France","Male",2,1,1,0,"350-600","18-35","+7","<100K","+150K"
0.132,"France","Male",2,0,0,0,"<350","35-45","3-5","<100K","100K-150K"
0.004,"France","Male",2,1,0,0,"600-850","35-45","+7","<100K","<50K"
0.1,"Germany","Female",2,0,1,0,"600-850","18-35","3-5","100K-130K","<50K"
0.016,"France","Male",2,1,1,0,"350-600","18-35","3-5","<100K","50K-100K"
0.012,"France","Male",1,0,1,0,"600-850","35-45","+7","100K-130K","50K-100K"
0.02,"Spain","Male",1,1,1,0,"600-850","18-35","+7","<100K","100K-150K"
0.02,"Spain","Female",2,1,1,0,"600-850","18-35","+7","<100K","<50K"
0.632,"Spain","Female",2,1,1,0,"350-600","18-35","5-7","100K-130K","<50K"
0.04,"France","Female",1,1,1,0,"350-600","35-45","3-5","130K-170K","50K-100K"
0.028,"France","Female",1,1,0,1,"600-850","35-45","3-5","100K-130K","<50K"
0.004,"France","Male",2,1,0,0,"600-850","18-35","+7","<100K","<50K"
0.008,"Germany","Male",1,1,1,0,"600-850","45+","+7","<100K","<50K"
0.008,"Spain","Female",2,1,0,0,"350-600","18-35","3-5","<100K","100K-150K"
0.792,"France","Female",2,1,1,0,"600-850","18-35","+7","100K-130K","50K-100K"
0.208,"France","Female",1,0,1,0,"<350","35-45","+7","<100K","100K-150K"
0.024,"Germany","Male",1,1,1,0,"350-600","18-35","+7","<100K","+150K"
0.004,"France","Male",2,1,1,0,"600-850","45+","+7","<100K","100K-150K"
0.028,"Germany","Male",2,1,1,0,"350-600","18-35","5-7","100K-130K","100K-150K"
0.032,"France","Female",1,0,1,0,"<350","18-35","3-5","100K-130K","+150K"
0.02,"France","Female",1,1,1,0,"600-850","45+","+7","100K-130K","+150K"
0.032,"France","Male",1,0,0,0,"350-600","18-35","<3","<100K","50K-100K"
0.972,"France","Female",1,0,0,0,"<350","35-45","+7","100K-130K","+150K"
0,"France","Male",2,1,0,1,"350-600","45+","+7","+170K","+150K"
0.096,"France","Female",1,0,0,1,"<350","45+","5-7","<100K","+150K"
0.012,"Spain","Female",1,1,1,0,"<350","18-35","3-5","100K-130K","50K-100K"
0.056,"France","Male",2,0,1,0,"350-600","45+","3-5","<100K","<50K"
0.008,"France","Male",1,1,0,0,"600-850","18-35","3-5","100K-130K","+150K"
0.148,"France","Male",2,1,0,0,"600-850","18-35","3-5","<100K","<50K"
0.076,"Spain","Female",2,1,1,0,"350-600","35-45","<3","<100K","100K-150K"
0,"Germany","Male",1,0,0,0,"350-600","18-35","+7","100K-130K","100K-150K"
0.016,"France","Female",1,1,0,1,"350-600","45+","<3","<100K","100K-150K"
0.92,"France","Male",1,0,1,0,"600-850","18-35","<3","<100K","50K-100K"
0.024,"Germany","Male",1,1,1,0,"<350","35-45","3-5","100K-130K","<50K"
0.008,"Germany","Female",2,0,1,1,"600-850","18-35","3-5","100K-130K","50K-100K"
0.084,"Germany","Female",2,1,1,0,"350-600","35-45","<3","130K-170K","50K-100K"
0.016,"Spain","Female",1,1,1,1,"350-600","45+","+7","<100K","<50K"
0.02,"Spain","Female",1,0,0,1,"350-600","35-45","<3","<100K","+150K"
0.032,"France","Female",1,1,0,0,"350-600","18-35","5-7","100K-130K","<50K"
0.028,"France","Male",1,1,0,0,"350-600","18-35","+7","<100K","50K-100K"
0.012,"France","Female",1,1,0,0,"600-850","18-35","<3","130K-170K","100K-150K"
0.964,"Germany","Male",2,0,1,0,"600-850","18-35","+7","100K-130K","50K-100K"
0.792,"France","Female",1,1,1,0,"<350","45+","5-7","<100K","100K-150K"
0.72,"France","Male",1,1,1,0,"<350","35-45","5-7","<100K","<50K"
0.084,"Germany","Female",1,1,0,1,"350-600","45+","<3","<100K","<50K"
0.012,"France","Male",1,1,1,0,"350-600","18-35","5-7","100K-130K","<50K"
0.804,"France","Male",2,1,1,0,"350-600","35-45","3-5","<100K","100K-150K"
0,"Spain","Female",2,1,0,0,"600-850","45+","+7","<100K","+150K"
0.008,"Germany","Female",2,1,1,1,"600-850","35-45","5-7","130K-170K","<50K"
0,"Spain","Male",2,1,0,0,"350-600","18-35","3-5","130K-170K","50K-100K"
0.028,"Spain","Female",1,0,1,0,"600-850","35-45","5-7","<100K","+150K"
0.056,"France","Female",2,0,1,0,"<350","35-45","3-5","130K-170K","<50K"
0.032,"France","Male",2,0,1,0,"<350","18-35","+7","100K-130K","50K-100K"
0.128,"France","Male",1,1,0,0,"350-600","18-35","<3","+170K","<50K"
0.136,"Spain","Female",2,1,0,0,"600-850","18-35","3-5","<100K","100K-150K"
0.012,"Spain","Female",2,1,0,0,"350-600","45+","5-7","<100K","100K-150K"
0.212,"France","Female",1,1,0,0,"350-600","18-35","5-7","100K-130K","+150K"
0.772,"France","Male",2,0,0,0,"350-600","18-35","+7","<100K","100K-150K"
0.716,"Germany","Male",1,1,0,1,"350-600","35-45","<3","100K-130K","<50K"
0,"France","Male",1,1,0,0,"600-850","35-45","<3","100K-130K","100K-150K"
0.024,"France","Male",1,1,1,0,"350-600","35-45","+7","130K-170K","100K-150K"
0,"France","Male",1,1,1,0,"<350","45+","5-7","130K-170K","+150K"
0.052,"Spain","Male",1,1,1,1,"600-850","45+","3-5","<100K","50K-100K"
0.736,"France","Male",1,1,0,1,"<350","35-45","+7","+170K","50K-100K"
0.06,"Germany","Female",2,0,0,0,"<350","18-35","5-7","130K-170K","100K-150K"
0.028,"France","Female",1,0,0,0,"350-600","35-45","+7","130K-170K","<50K"
0.024,"Spain","Female",2,0,0,0,"350-600","35-45","3-5","<100K","100K-150K"
0.048,"Germany","Male",1,1,0,0,"<350","35-45","<3","<100K","100K-150K"
0.02,"France","Female",1,0,1,0,"600-850","35-45","5-7","100K-130K","50K-100K"
0.004,"France","Male",1,1,0,0,"<350","45+","<3","<100K","50K-100K"
0.016,"Spain","Male",2,0,1,0,"350-600","18-35","5-7","<100K","+150K"
0.144,"Spain","Female",2,1,0,0,"350-600","18-35","+7","100K-130K","50K-100K"
0.06,"France","Female",1,1,0,1,"<350","35-45","+7","<100K","+150K"
0.028,"France","Male",1,0,1,0,"600-850","45+","3-5","130K-170K","+150K"
0.056,"France","Male",1,0,0,0,"<350","18-35","3-5","100K-130K","<50K"
0.012,"Spain","Male",1,1,1,0,"600-850","35-45","<3","100K-130K","<50K"
0.064,"Spain","Female",1,1,1,1,"350-600","35-45","<3","130K-170K","100K-150K"
0.624,"France","Male",1,1,1,0,"600-850","35-45","+7","100K-130K","100K-150K"
0.004,"Spain","Male",2,0,1,0,"<350","45+","3-5","<100K","50K-100K"
0.02,"Germany","Male",1,1,1,0,"600-850","45+","3-5","130K-170K","50K-100K"
0,"Germany","Female",1,1,0,1,"600-850","35-45","+7","100K-130K","+150K"
0.9,"France","Female",2,0,0,1,"600-850","35-45","+7","<100K","50K-100K"
0,"France","Female",2,1,1,0,"350-600","45+","+7","<100K","+150K"
0.008,"France","Female",2,1,1,0,"600-850","35-45","3-5","<100K","50K-100K"
0.772,"Germany","Female",2,1,1,0,"600-850","18-35","+7","100K-130K","100K-150K"
0.064,"France","Male",2,1,1,0,"350-600","45+","+7","<100K","100K-150K"
0.02,"France","Female",2,0,0,0,"<350","35-45","3-5","<100K","+150K"
0.024,"Spain","Male",2,1,1,0,"600-850","45+","+7","<100K","<50K"
0.004,"France","Male",1,1,0,1,"<350","35-45","5-7","+170K","+150K"
0.008,"France","Female",2,0,0,1,"<350","45+","+7","+170K","100K-150K"
0.036,"Germany","Female",2,0,0,0,"350-600","18-35","<3","<100K","50K-100K"
0.048,"France","Male",1,0,0,0,"350-600","18-35","+7","100K-130K","50K-100K"
0.004,"France","Female",2,1,0,0,"350-600","18-35","+7","<100K","50K-100K"
0.128,"France","Female",2,1,0,0,"600-850","35-45","<3","<100K","+150K"
0.016,"Spain","Male",1,1,1,1,"<350","45+","<3","<100K","50K-100K"
0.92,"France","Female",2,1,1,0,"<350","18-35","<3","100K-130K","<50K"
0.028,"Germany","Female",3,1,0,1,"<350","45+","<3","100K-130K","50K-100K"
0.132,"France","Female",1,0,0,0,"<350","35-45","+7","100K-130K","<50K"
0.024,"France","Female",1,1,0,1,"350-600","45+","+7","130K-170K","<50K"
0.764,"France","Female",2,1,1,0,"<350","45+","<3","<100K","50K-100K"
0.012,"Germany","Female",1,0,1,1,"600-850","35-45","+7","130K-170K","<50K"
0.068,"Germany","Male",2,1,0,0,"350-600","18-35","+7","130K-170K","100K-150K"
0.028,"Germany","Male",2,1,0,0,"<350","18-35","+7","<100K","100K-150K"
0.044,"France","Female",2,1,1,0,"<350","35-45","5-7","<100K","<50K"
0.012,"France","Female",2,1,0,0,"<350","18-35","3-5","<100K","100K-150K"
0.028,"Spain","Female",1,1,0,0,"<350","35-45","<3","130K-170K","50K-100K"
0.74,"France","Male",1,0,1,1,"350-600","45+","5-7","<100K","100K-150K"
0.108,"Germany","Female",2,0,0,0,"350-600","35-45","3-5","100K-130K","100K-150K"
0.008,"France","Female",2,1,0,0,"350-600","18-35","3-5","<100K","<50K"
0.02,"France","Male",2,1,1,0,"600-850","18-35","+7","<100K","<50K"
0.008,"Spain","Female",1,1,1,0,"600-850","18-35","5-7","130K-170K","+150K"
0.008,"Germany","Male",2,0,1,0,"<350","35-45","3-5","<100K","<50K"
0.008,"Germany","Female",3,1,0,1,"600-850","45+","+7","100K-130K","50K-100K"
0.856,"Spain","Male",2,1,1,0,"<350","18-35","3-5","<100K","50K-100K"
0.952,"France","Male",2,1,1,0,"<350","35-45","<3","130K-170K","50K-100K"
0.732,"Germany","Male",1,0,0,0,"600-850","18-35","+7","100K-130K","<50K"
0.164,"Germany","Female",1,0,0,1,"350-600","45+","<3","100K-130K","+150K"
0.036,"Spain","Female",1,1,1,0,"350-600","18-35","+7","+170K","50K-100K"
0.068,"France","Male",2,1,1,0,"<350","35-45","<3","<100K","+150K"
0.956,"Spain","Male",2,1,0,0,"350-600","35-45","<3","<100K","+150K"
0.032,"France","Female",2,1,1,1,"600-850","35-45","<3","100K-130K","<50K"
0.064,"France","Male",1,0,0,0,"<350","35-45","3-5","<100K","100K-150K"
0.008,"Spain","Female",2,0,0,0,"350-600","18-35","5-7","<100K","<50K"
0.14,"Germany","Female",1,1,1,0,"600-850","45+","<3","<100K","100K-150K"
0.696,"France","Female",2,1,0,0,"350-600","45+","+7","100K-130K","100K-150K"
0.08,"France","Male",1,1,0,0,"<350","35-45","<3","+170K","+150K"
0.928,"France","Male",2,0,1,0,"<350","35-45","5-7","<100K","+150K"
0.012,"Spain","Female",1,1,0,0,"350-600","35-45","3-5","100K-130K","+150K"
0.028,"Germany","Female",2,1,0,0,"350-600","35-45","+7","130K-170K","50K-100K"
0.888,"France","Male",1,0,1,0,"350-600","18-35","+7","100K-130K","<50K"
0.928,"Spain","Male",2,1,0,0,"350-600","18-35","5-7","<100K","<50K"
0.016,"France","Male",1,0,0,0,"350-600","35-45","<3","100K-130K","<50K"
0.836,"Germany","Female",2,1,0,1,"600-850","35-45","+7","130K-170K","<50K"
0.06,"France","Male",1,1,1,0,"<350","35-45","+7","<100K","50K-100K"
0.856,"France","Male",1,0,0,0,"350-600","18-35","3-5","100K-130K","100K-150K"
0.064,"France","Female",2,1,0,0,"350-600","18-35","3-5","<100K","+150K"
0.052,"France","Male",1,1,0,1,"350-600","18-35","3-5","<100K","<50K"
0.044,"Germany","Male",1,1,1,0,"<350","18-35","3-5","100K-130K","100K-150K"
0.024,"France","Female",2,1,1,0,"<350","18-35","+7","<100K","100K-150K"
0.984,"France","Male",2,1,1,0,"350-600","35-45","<3","100K-130K","50K-100K"
0.956,"France","Male",1,1,1,0,"<350","35-45","5-7","130K-170K","<50K"
0.152,"France","Female",2,1,1,0,"600-850","45+","3-5","<100K","100K-150K"
0.004,"France","Male",2,0,1,1,"350-600","35-45","5-7","<100K","100K-150K"
0.004,"France","Male",2,0,1,0,"350-600","35-45","3-5","<100K","<50K"
0,"Germany","Female",2,0,1,0,"350-600","18-35","+7","<100K","+150K"
0.028,"Germany","Female",1,1,0,1,"<350","18-35","+7","100K-130K","+150K"
0.028,"France","Male",2,0,1,0,"600-850","18-35","<3","<100K","100K-150K"
0.664,"Germany","Female",1,1,1,0,"<350","35-45","3-5","130K-170K","100K-150K"
0.024,"France","Female",1,1,0,1,"<350","45+","+7","<100K","<50K"
0.22,"Germany","Male",2,0,0,0,"<350","35-45","+7","100K-130K","100K-150K"
0.02,"France","Female",2,1,1,0,"<350","45+","+7","<100K","<50K"
0.032,"Spain","Female",2,1,0,0,"600-850","35-45","+7","<100K","100K-150K"
0.008,"France","Male",1,1,0,0,"<350","18-35","+7","100K-130K","+150K"
0.052,"France","Male",1,1,0,1,"<350","35-45","<3","130K-170K","100K-150K"
0.072,"France","Male",1,1,1,0,"600-850","35-45","<3","<100K","50K-100K"
0.152,"France","Male",2,1,1,0,"350-600","45+","5-7","<100K","+150K"
0.58,"France","Female",1,1,0,0,"<350","35-45","5-7","<100K","100K-150K"
0.004,"France","Male",1,1,0,1,"<350","45+","5-7","100K-130K","<50K"
0.02,"Germany","Female",1,0,0,1,"350-600","45+","+7","130K-170K","50K-100K"
0,"France","Female",1,1,1,0,"350-600","18-35","<3","130K-170K","50K-100K"
0.7,"Spain","Male",1,1,0,0,"350-600","18-35","+7","<100K","<50K"
0.136,"France","Male",2,1,0,0,"<350","35-45","<3","<100K","<50K"
0.656,"Germany","Male",1,1,1,0,"600-850","18-35","3-5","<100K","50K-100K"
0.056,"Germany","Male",2,1,1,0,"600-850","18-35","<3","100K-130K","+150K"
0,"France","Male",1,0,1,0,"350-600","35-45","<3","130K-170K","<50K"
0.044,"Germany","Male",2,0,1,0,"600-850","45+","+7","130K-170K","100K-150K"
0.132,"Spain","Female",2,1,0,1,"600-850","35-45","+7","<100K","50K-100K"
0.004,"France","Female",1,1,1,0,"350-600","18-35","<3","100K-130K","+150K"
0.08,"France","Male",1,1,0,1,"350-600","45+","+7","<100K","+150K"
0.012,"France","Female",2,1,0,0,"600-850","35-45","5-7","<100K","100K-150K"
0.04,"Germany","Male",1,1,1,1,"350-600","45+","<3","100K-130K","+150K"
0.208,"Spain","Male",2,1,1,0,"600-850","18-35","5-7","<100K","50K-100K"
0.96,"France","Female",1,1,0,0,"600-850","18-35","3-5","100K-130K","50K-100K"
0.712,"France","Female",2,1,1,0,"600-850","18-35","+7","<100K","<50K"
0.72,"France","Male",1,1,0,0,"600-850","35-45","+7","<100K","100K-150K"
0.044,"France","Male",2,1,1,0,"600-850","35-45","<3","<100K","+150K"
0.028,"France","Male",1,1,1,0,"350-600","35-45","3-5","100K-130K","<50K"
0,"France","Male",2,1,1,0,"350-600","35-45","5-7","<100K","50K-100K"
0.012,"France","Male",2,1,0,0,"<350","18-35","+7","<100K","+150K"
0.06,"Germany","Female",1,0,1,1,"600-850","18-35","+7","<100K","+150K"
0.868,"France","Male",2,1,1,0,"600-850","35-45","<3","130K-170K","+150K"
0.96,"Germany","Male",1,1,0,1,"600-850","35-45","5-7","100K-130K","+150K"
0.148,"Spain","Male",2,1,1,0,"350-600","45+","3-5","<100K","+150K"
0.684,"Germany","Male",1,0,0,0,"350-600","45+","3-5","<100K","100K-150K"
0.1,"Spain","Male",1,0,1,0,"600-850","18-35","+7","<100K","50K-100K"
0.04,"Spain","Male",1,1,0,0,"<350","18-35","3-5","<100K","+150K"
0.128,"Germany","Male",2,0,1,0,"600-850","18-35","5-7","<100K","100K-150K"
0.016,"France","Male",3,0,0,1,"350-600","35-45","5-7","<100K","50K-100K"
0.016,"Spain","Male",1,1,1,0,"350-600","18-35","<3","100K-130K","<50K"
0.004,"Germany","Male",1,0,1,1,"600-850","18-35","+7","130K-170K","50K-100K"
0.004,"France","Male",2,1,1,0,"600-850","18-35","+7","<100K","50K-100K"
0.024,"France","Male",1,1,0,0,"350-600","18-35","3-5","130K-170K","<50K"
